UoFKey,UoFNumber,RDNumber,IncidentDate,Location,Beat,Officer Identifier,SubjectKey,SubjAgeatTOI,SubjRace,SubjGender,ForceLevel,ForceType,Description
3643,13F-0634,13-045811,9/14/2013 0:24,2400 Telegraph Ave     ,,2791,13020,45,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3604,13F-0595,13-047035,9/14/2013 1:00,90th Ave & MacArthur Blvd    ,,3148,12893,21,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3604,13F-0595,13-047035,9/14/2013 1:00,90th Ave & MacArthur Blvd    ,,3402,12894,18,Hispanic,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3623,13F-0614,13-047185,9/14/2013 22:01,1200 8th St     ,,2698,12952,33,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3628,13F-0619,13-047184,9/14/2013 22:04,1400 11th Ave     ,,981,12969,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3628,13F-0619,13-047184,9/14/2013 22:04,1400 11th Ave     ,,981,12967,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3628,13F-0619,13-047184,9/14/2013 22:04,1400 11th Ave     ,,612,12969,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3628,13F-0619,13-047184,9/14/2013 22:04,1400 11th Ave     ,,612,12967,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,632,12949,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3441,12950,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3441,12951,20,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3441,12949,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3022,12950,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3022,12951,20,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3022,12949,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3031,12950,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3031,12951,20,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3622,13F-0613,13-047184,9/14/2013 22:09,1000 E 15th St     ,,3031,12949,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3634,13F-0625,13-047254,9/15/2013 17:11,4700 MacArthur Blvd     ,,2964,12991,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3634,13F-0625,13-047254,9/15/2013 17:11,4700 MacArthur Blvd     ,,2895,12991,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3634,13F-0625,13-047254,9/15/2013 17:11,4700 MacArthur Blvd     ,,3026,12991,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3624,13F-0615,13-044994,9/15/2013 20:06,1900 Rashida Muhammad St     ,,3129,12959,22,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3624,13F-0615,13-044994,9/15/2013 20:06,1900 Rashida Muhammad St     ,,3415,12958,28,White,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3635,13F-0626,13-047338,9/15/2013 20:39,1700 96th Ave     ,,3148,12992,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3635,13F-0626,13-047338,9/15/2013 20:39,1700 96th Ave     ,,2767,12992,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3625,13F-0616,13-047339,9/15/2013 20:50,300 40th St     ,,632,12960,31,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3605,13F-0596,13-047365,9/16/2013 0:30,400 Gand Ave     ,,3405,12895,33,Black,Male,Level 2,15-16,Level 2-Weaponless Defense Technique Other than for Control Hold
3605,13F-0596,13-047365,9/16/2013 0:30,400 Gand Ave     ,,3405,12895,33,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
3605,13F-0596,13-047365,9/16/2013 0:30,400 Gand Ave     ,,1408,12895,33,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
3605,13F-0596,13-047365,9/16/2013 0:30,400 Gand Ave     ,,2005,12895,33,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
3644,13F-0635,13-047372,9/16/2013 2:22,1300 94th Ave     ,,3148,13021,0,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3648,13F-0639,13-047418,9/16/2013 10:17,1700  Bridge Ave    ,,2690,13033,22,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3648,13F-0639,13-047418,9/16/2013 10:17,1700  Bridge Ave    ,,2456,13033,22,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3626,13F-0617,13-047494,9/16/2013 15:16,Euclid Ave & Van Buren Ave    ,,3105,12963,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3626,13F-0617,13-047494,9/16/2013 15:16,Euclid Ave & Van Buren Ave    ,,2693,12963,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3706,13F-0697,13-046478,9/17/2013 17:39,1400 44th Ave     ,,2906,13257,46,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3655,13F-0646,13-047866,9/18/2013 9:26,600 Tyler St     ,,1859,13052,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3655,13F-0646,13-047866,9/18/2013 9:26,600 Tyler St     ,,587,13052,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3655,13F-0646,13-047866,9/18/2013 9:26,600 Tyler St     ,,1980,13052,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3655,13F-0646,13-047866,9/18/2013 9:26,600 Tyler St     ,,403,13052,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3655,13F-0646,13-047866,9/18/2013 9:26,600 Tyler St     ,,3194,13052,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3655,13F-0646,13-047866,9/18/2013 9:26,600 Tyler St     ,,996,13052,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3647,13F-0638,13-047932,9/18/2013 13:04,3600 Webster St     ,,3172,13029,23,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3647,13F-0638,13-047932,9/18/2013 13:04,3600 Webster St     ,,3172,13032,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3647,13F-0638,13-047932,9/18/2013 13:04,3600 Webster St     ,,3406,13031,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3647,13F-0638,13-047932,9/18/2013 13:04,3600 Webster St     ,,3406,13030,20,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3647,13F-0638,13-047932,9/18/2013 13:04,3600 Webster St     ,,2700,13032,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3647,13F-0638,13-047932,9/18/2013 13:04,3600 Webster St     ,,2755,13032,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3713,13F-0704,13-047952,9/18/2013 15:32,4200 Howard St     ,,998,13270,48,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3707,13F-0698,13-047971,9/18/2013 17:34,2300 High St     ,,3167,13258,32,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3646,13F-0637,13-048221,9/19/2013 21:08,1900 Broadway      ,,2698,13025,27,Black,Male,Level 4,26-16,Level 4-Weaponless Defense Technique Other than for Control Hold
3714,13F-0705,13-053654,9/20/2013 0:25,1400 29th Ave     ,,664,13278,22,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3662,13F-0653,13-048250,9/20/2013 1:48,2200 Auseon Ave     ,,3429,13077,35,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3662,13F-0653,13-048250,9/20/2013 1:48,2200 Auseon Ave     ,,3401,13077,35,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3665,13F-0656,13-048470,9/21/2013 8:17,5500 Harvey Ave     ,,1677,13086,44,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3653,13F-0644,13-048528,9/21/2013 16:45,3900 Midvale Ave     ,,981,13046,67,Asian,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3653,13F-0644,13-048528,9/21/2013 16:45,3900 Midvale Ave     ,,3430,13046,67,Asian,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3653,13F-0644,13-048528,9/21/2013 16:45,3900 Midvale Ave     ,,612,13046,67,Asian,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3653,13F-0644,13-048528,9/21/2013 16:45,3900 Midvale Ave     ,,3031,13046,67,Asian,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3659,13F-0650,13-048564,9/21/2013 21:02,900 83rd Ave     ,,2964,13063,27,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3659,13F-0650,13-048564,9/21/2013 21:02,900 83rd Ave     ,,2767,13063,27,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3659,13F-0650,13-048564,9/21/2013 21:02,900 83rd Ave     ,,571,13063,27,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3654,13F-0645,13-048666,9/22/2013 12:06,1800 3rd Ave     ,,3435,13051,36,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3654,13F-0645,13-048666,9/22/2013 12:06,1800 3rd Ave     ,,3129,13051,36,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3650,13F-0641,13-047721,9/22/2013 18:27,88th Ave & B St    ,,3022,13042,38,Asian,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
3650,13F-0641,13-047721,9/22/2013 18:27,88th Ave & B St    ,,3031,13042,38,Asian,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
3650,13F-0641,13-047721,9/22/2013 18:27,88th Ave & B St    ,,3031,13042,38,Asian,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
3663,13F-0654,13-048737,9/22/2013 20:59,9300 International Blvd     ,,577,13079,39,Unknown,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3649,13F-0640,13-048751,9/22/2013 23:45,1400 102nd Ave     ,,1823,13041,22,Black,Female,Level 2,15-16,Level 2-Weaponless Defense Technique Other than for Control Hold
3664,13F-0655,13-048539,9/23/2013 19:51,9800 International Blvd     ,,3022,13081,28,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3664,13F-0655,13-048539,9/23/2013 19:51,9800 International Blvd     ,,3031,13081,28,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3677,13F-0668,13-048954,9/23/2013 22:24,6900 Bancroft Ave     ,,3139,13138,17,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3667,13F-0658,13-049268,9/27/2013 17:35,2700 19th Ave     ,,2687,13095,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3667,13F-0658,13-049268,9/27/2013 17:35,2700 19th Ave     ,,3413,13096,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3667,13F-0658,13-049268,9/27/2013 17:35,2700 19th Ave     ,,3309,13096,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3674,13F-0665,13-047130,9/28/2013 12:30,2200 86th Ave     ,,582,13127,33,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3674,13F-0665,13-047130,9/28/2013 12:30,2200 86th Ave     ,,582,13128,27,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3690,13F-0681,13-048723,9/28/2013 18:56,9000 MacArthur Blvd     ,,3148,13188,54,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3690,13F-0681,13-048723,9/28/2013 18:56,9000 MacArthur Blvd     ,,3148,13187,27,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3690,13F-0681,13-048723,9/28/2013 18:56,9000 MacArthur Blvd     ,,571,13188,54,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3690,13F-0681,13-048723,9/28/2013 18:56,9000 MacArthur Blvd     ,,571,13187,27,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3679,13F-0670,13-047130,9/28/2013 19:00,"300 Amber Ave, Vallejo     ",,601,13147,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3679,13F-0670,13-047130,9/28/2013 19:00,"300 Amber Ave, Vallejo     ",,2755,13147,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3666,13F-0657,13-049600,9/28/2013 19:03,27th Ave & Foothill Blvd    ,,3138,13088,113,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3672,13F-0663,13-049842,9/28/2013 21:25,4300 Bermuda Ave     ,,571,13122,18,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3672,13F-0663,13-049842,9/28/2013 21:25,4300 Bermuda Ave     ,,3446,13122,18,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3694,13F-0685,13-049931,9/29/2013 11:15,6500 Fenham St     ,,645,13210,22,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3660,13F-0651,13-049892,9/29/2013 18:08,4100 Foothill Blvd     ,,1855,13066,20,Hispanic,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
3697,13F-0688,13-049729,9/29/2013 22:38,5500 Harmon Ave     ,,2964,13222,53,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3697,13F-0688,13-049729,9/29/2013 22:38,5500 Harmon Ave     ,,2964,13221,43,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3302,13076,20,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3302,13075,31,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3302,13074,23,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,614,13076,20,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,614,13075,31,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,614,13074,23,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3476,13076,20,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3476,13075,31,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3476,13074,23,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3441,13076,20,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3441,13075,31,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3661,13F-0652,13-050023,9/30/2013 0:53,600 E 12 St     ,,3441,13074,23,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3670,13F-0661,13-050161,9/30/2013 18:31,5000 Congress Ave     ,,2679,13112,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3670,13F-0661,13-050161,9/30/2013 18:31,5000 Congress Ave     ,,2679,13111,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3670,13F-0661,13-050161,9/30/2013 18:31,5000 Congress Ave     ,,560,13111,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3670,13F-0661,13-050161,9/30/2013 18:31,5000 Congress Ave     ,,3412,13112,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3670,13F-0661,13-050161,9/30/2013 18:31,5000 Congress Ave     ,,3486,13111,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3678,13F-0669,13-050328,10/1/2013 15:00,7200 MacArthur Blvd     ,,570,13139,29,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3678,13F-0669,13-050328,10/1/2013 15:00,7200 MacArthur Blvd     ,,601,13140,25,Unknown,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3678,13F-0669,13-050328,10/1/2013 15:00,7200 MacArthur Blvd     ,,601,13139,29,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3678,13F-0669,13-050328,10/1/2013 15:00,7200 MacArthur Blvd     ,,2755,13140,25,Unknown,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3678,13F-0669,13-050328,10/1/2013 15:00,7200 MacArthur Blvd     ,,2755,13139,29,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3673,13F-0664,13-050316,10/1/2013 15:20,Clara St & Edes Ave    ,,3423,13126,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3696,13F-0687,13-050584,10/2/2013 19:47,1500 50th Ave     ,,3117,13214,33,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3676,13F-0667,13-050540,10/2/2013 20:35,8000 Plymouth St     ,,708,13133,23,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3676,13F-0667,13-050540,10/2/2013 20:35,8000 Plymouth St     ,,708,13131,46,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3676,13F-0667,13-050540,10/2/2013 20:35,8000 Plymouth St     ,,708,13132,37,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3676,13F-0667,13-050540,10/2/2013 20:35,8000 Plymouth St     ,,3031,13131,46,Black,Female,Level 4,22,Intentionally Pointing a Firearm at a Person
3681,13F-0672,13-050622,10/2/2013 22:45,3800 35th Ave     ,,2901,13152,51,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3681,13F-0672,13-050622,10/2/2013 22:45,3800 35th Ave     ,,1378,13152,51,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3711,13F-0702,13-050763,10/3/2013 18:43,6100 Fortune Way     ,,3408,13268,49,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3711,13F-0702,13-050763,10/3/2013 18:43,6100 Fortune Way     ,,3148,13268,49,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3711,13F-0702,13-050763,10/3/2013 18:43,6100 Fortune Way     ,,3023,13268,49,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,497,13163,40,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,2492,13164,24,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,2492,13163,40,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,3113,13163,40,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,2901,13164,24,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,2901,13163,40,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,3044,13164,24,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,3044,13163,40,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,1378,13164,24,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3684,13F-0675,13-050478,10/3/2013 19:07,300 Hegenberger Rd     ,,1378,13163,40,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3680,13F-0671,13-050823,10/4/2013 4:52,2900 22nd Ave     ,,3464,13149,32,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3688,13F-0679,13-050958,10/4/2013 18:49,7300 San Leandro Blvd     ,,2901,13185,51,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
3669,13F-0660,13-050924,10/4/2013 21:15,7000 Coliseum Way     ,,2889,13110,51,White,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
3691,13F-0682,13-051013,10/5/2013 2:58,4000 MacArthur Blvd     ,,1436,13196,24,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3754,13F-0745,13-051129,10/5/2013 16:43,1800 88th Ave     ,,3309,13406,24,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
3754,13F-0745,13-051129,10/5/2013 16:43,1800 88th Ave     ,,3309,13406,24,Black,Male,Level 4,26-16,Level 4-Weaponless Defense Technique Other than for Control Hold
3754,13F-0745,13-051129,10/5/2013 16:43,1800 88th Ave     ,,3385,13406,24,Black,Male,Level 4,26-16,Level 4-Weaponless Defense Technique Other than for Control Hold
3668,13F-0659,13-051154,10/5/2013 20:27,1600 69th Ave     ,,3412,13098,30,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3668,13F-0659,13-051154,10/5/2013 20:27,1600 69th Ave     ,,3119,13098,30,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
3668,13F-0659,13-051154,10/5/2013 20:27,1600 69th Ave     ,,3119,13098,30,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3685,13F-0676,13-051182,10/5/2013 21:31,7600 Ney Ave     ,,3206,13175,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3683,13F-0674,13-051192,10/6/2013 3:54,4900 San Leandro Blvd     ,,3429,13162,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3683,13F-0674,13-051192,10/6/2013 3:54,4900 San Leandro Blvd     ,,3101,13162,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3683,13F-0674,13-051192,10/6/2013 3:54,4900 San Leandro Blvd     ,,3036,13162,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3683,13F-0674,13-051192,10/6/2013 3:54,4900 San Leandro Blvd     ,,3078,13162,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3689,13F-0680,13-051444,10/7/2013 15:30,Church St & Bancroft Ave    ,,3408,13186,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3689,13F-0680,13-051444,10/7/2013 15:30,Church St & Bancroft Ave    ,,3206,13186,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3689,13F-0680,13-051444,10/7/2013 15:30,Church St & Bancroft Ave    ,,3023,13186,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3689,13F-0680,13-051444,10/7/2013 15:30,Church St & Bancroft Ave    ,,2170,13186,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3682,13F-0673,13-051613,10/8/2013 12:50,"2000 Fairbanks St, San Leandro, CA 94577   ",,952,13153,33,White,Female,Level 2,14,"Police Patrol Canine Bites Clothing, Skin, or Injures a Person beyond first aide"
3695,13F-0686,13-051643,10/8/2013 16:00,3000 23rd Ave     ,,3036,13213,31,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3695,13F-0686,13-051643,10/8/2013 16:00,3000 23rd Ave     ,,3469,13213,31,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3695,13F-0686,13-051643,10/8/2013 16:00,3000 23rd Ave     ,,3469,13213,31,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
3692,13F-0683,13-051673,10/8/2013 18:23,1500 Excelsior Ave     ,,981,13198,31,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3692,13F-0683,13-051673,10/8/2013 18:23,1500 Excelsior Ave     ,,3422,13198,31,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3692,13F-0683,13-051673,10/8/2013 18:23,1500 Excelsior Ave     ,,1055,13198,31,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,3032,13241,40,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,707,13241,40,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,707,13242,33,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,1392,13235,41,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,1392,13238,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,1392,13236,50,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,1392,13243,40,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,1392,13240,46,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,797,13239,43,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,797,13237,58,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,2814,13238,34,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,2814,13236,50,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
3702,13F-0693,13-052189,10/11/2013 18:00,2600 Fisher Ave     ,,2814,13240,46,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
