INCIDENT NUMBER,REPORT NUMBER,UOF DATE,SUBJECT NUMBER,SUBJECT RACE,SUBJECT AGE,SUBJECT SEX,WEAPON TYPE,TYPE OF WEAPON(OTHER),COMPLAINT OF PAIN,SUBJECT INJURED,CHARGES
UOF-2017-1178,170950139,11/22/2017,24710,A - Asian or Pacific Islander,35,M,,,Yes,Yes,69 PC
UOF-2017-1234,170951450,11/22/2017,21500,B - Black,37,M,,,No,No,148(a)(1) PC
UOF-2017-1180,170950208,11/22/2017,24712,W - White,40,M,Firearm,,No,No,29900PC
UOF-2017-1243,170953036,11/23/2017,14883,W - White,37,M,,,Yes,Yes,5150
UOF-2017-1203,170952298,11/23/2017,24732,B - Black,48,M,,,No,No,459 PC
UOF-2017-1203,170952298,11/23/2017,24387,B - Black,50,M,,,No,No,459 PC
UOF-2017-1235,170955101,11/24/2017,24762,U - Unknown,35,F,,,Yes,Yes,148(a) PC
UOF-2017-1233,170955292,11/24/2017,24761,B - Black,36,M,,,No,No,148(a)(1) PC
UOF-2017-1179,170955769,11/24/2017,24711,H - Hispanic,41,M,,,No,No,None
UOF-2017-1179,170955769,11/24/2017,15439,B - Black,42,F,,,No,No,10851(a)CVC
UOF-2017-1194,170953133,11/24/2017,24724,B - Black,42,M,,,No,No,None
UOF-2017-1236,170956353,11/25/2017,22697,A - Asian or Pacific Islander,21,M,,,No,No,594 PC
UOF-2017-1195,170958484,11/25/2017,22428,W - White,32,M,,,No,No,None
UOF-2017-1204,170956676,11/25/2017,24733,W - White,33,M,,,No,Yes,5150
UOF-2017-1205,170956717,11/25/2017,24734,U - Unknown,37,M,,,No,No,None
UOF-2017-1244,170956585,11/25/2017,24773,B - Black,59,M,,,No,No,5150
UOF-2017-1238,170959476,11/26/2017,23384,B - Black,22,M,,,No,No,20002 CVC
UOF-2017-1177,170959868,11/26/2017,24708,U - Unknown,38,M,Knife or Edged Weapon; Other,,No,Yes,5150
UOF-2017-1227,170959200,11/26/2017,15664,W - White,42,M,,,No,No,M/W 10851(a) CVC
UOF-2017-1241,170890795,11/27/2017,24767,B - Black,23,M,,,No,No,12500(a) CVC
UOF-2017-1184,170959169,11/27/2017,20537,B - Black,30,M,,,No,No,245(a)(1) PC
UOF-2017-1199,170961158,11/27/2017,24728,B - Black,33,M,,,No,No,"69, 243(c)(2), 148.10"
UOF-2017-1263,170963875,11/27/2017,24802,H - Hispanic,57,M,,,Yes,Yes,69 PC
UOF-2017-1196,170964475,11/28/2017,24725,B - Black,25,F,,,No,No,10851 VC
UOF-2017-1198,170964293,11/28/2017,24727,B - Black,31,M,,,No,No,None
UOF-2017-1176,170964657,11/28/2017,24707,W - White,47,M,Other,,Yes,Yes,5150
UOF-2017-1187,170968314,11/29/2017,24718,B - Black,23,F,,,No,No,None
UOF-2017-1187,170968314,11/29/2017,24716,B - Black,24,M,,,No,No,148(a)(1)PC
UOF-2017-1201,170970212,11/29/2017,24730,U - Unknown,36,M,,,No,No,24250 CVC
UOF-2017-1187,170968314,11/29/2017,24717,B - Black,45,M,,,No,No,None
UOF-2017-1242,170970563,11/30/2017,24735,B - Black,29,F,,,Yes,No,243(b) PC
UOF-2017-1200,170972688,11/30/2017,24729,B - Black,49,M,,,No,No,5150
UOF-2017-1297,170974719,12/1/2017,24845,H - Hispanic,18,M,Knife or Edged Weapon,,Yes,Yes,211 Warrant
UOF-2017-1303,170973335,12/1/2017,24858,W - White,28,F,,,Yes,Yes,
UOF-2017-1256,170973783,12/1/2017,24795,B - Black,30,M,,,No,No,N/W 212 PC
UOF-2017-1333,170974816,12/1/2017,24901,B - Black,33,M,,,No,Yes,
UOF-2017-1304,170973802,12/1/2017,24861,B - Black,40,M,,,No,No,187 PC
UOF-2017-1304,170973802,12/1/2017,24860,B - Black,42,M,,,No,No,212 PC
UOF-2017-1304,170973802,12/1/2017,24862,B - Black,42,M,,,No,Yes,
UOF-2017-1342,170972735,12/1/2017,24909,W - White,57,M,,,No,No,10851 CVC
UOF-2017-1387,170972735,12/1/2017,24909,W - White,57,M,,,No,No,10851 CVC
UOF-2017-1304,170973802,12/1/2017,24859,B - Black,60,M,,,No,No,212 PC
UOF-2017-1295,170976044,12/2/2017,24839,B - Black,25,M,,,No,No,459 PC
UOF-2017-1307,170977791,12/2/2017,24865,B - Black,25,F,,,No,No,
UOF-2017-1305,170975870,12/2/2017,24863,B - Black,33,M,,,No,No,
UOF-2017-1295,170976044,12/2/2017,24840,B - Black,34,M,,,No,No,459 PC
UOF-2017-1306,170976107,12/2/2017,24864,W - White,38,M,,,No,No,664/459 PC
UOF-2017-1253,170977622,12/2/2017,24792,A - Asian or Pacific Islander,40,M,,,Yes,No,5150
UOF-2017-1302,170980299,12/3/2017,24854,B - Black,19,M,Firearm,,No,No,25850(C)(2) PC
UOF-2017-1302,170980299,12/3/2017,24857,B - Black,19,M,Firearm,,No,No,25850(C)(2) PC
UOF-2017-1257,170977525,12/3/2017,20643,H - Hispanic,21,M,,,No,No,N/W 10851 CVC
UOF-2017-1258,170958882,12/3/2017,24797,H - Hispanic,21,M,,,No,No,None
UOF-2017-1298,170974822,12/3/2017,24846,W - White,27,M,,,No,No,
UOF-2017-1258,170958882,12/3/2017,24796,H - Hispanic,28,M,,,No,No,664 PC / 187 PC
UOF-2017-1258,170958882,12/3/2017,24798,H - Hispanic,29,M,,,No,No,None
UOF-2017-1298,170974822,12/3/2017,24847,B - Black,38,M,,,No,No,496(d) PC
UOF-2017-1302,170980299,12/3/2017,24855,B - Black,39,M,Firearm,,No,No,25850(C)(2) PC
UOF-2017-1308,170978476,12/3/2017,24867,B - Black,46,M,,,Yes,No,243(e)(1) PC
UOF-2017-1339,170977757,12/3/2017,24906,H - Hispanic,77,M,,,Yes,Yes,245(a)(1) PC
UOF-2017-1293,170982831,12/4/2017,24837,B - Black,24,M,,,Yes,Yes,69 PC
UOF-2017-1268,170980590,12/4/2017,24808,A - Asian or Pacific Islander,40,M,,,No,Yes,11350(a) H&S
UOF-2017-1291,170418284,12/5/2017,21336,A - Asian or Pacific Islander,20,M,,,No,No,664/187 PC
UOF-2017-1353,170983538,12/5/2017,24922,B - Black,26,M,,,Yes,Yes,211 PC
UOF-2017-1290,170984514,12/5/2017,24835,B - Black,35,M,,,No,No,211 PC
UOF-2017-1343,170984934,12/5/2017,24910,B - Black,49,M,,,No,No,
UOF-2017-1309,170986178,12/5/2017,24868,B - Black,59,M,,,No,No,273.5 PC
UOF-2017-1344,170988237,12/6/2017,24911,B - Black,18,M,,,No,No,459 PC
UOF-2017-1294,170991462,12/7/2017,24838,B - Black,25,M,Other,,No,No,
UOF-2017-1310,170989592,12/7/2017,24869,A - Asian or Pacific Islander,26,F,,,No,No,10851(a) CVC
UOF-2017-1292,170342423,12/7/2017,24836,B - Black,30,M,,,Yes,No,261(A)(3) PC
UOF-2017-1354,170989423,12/7/2017,24923,H - Hispanic,53,M,Other,,Yes,Yes,148(a)(1) PC
UOF-2017-1311,170992993,12/8/2017,24871,H - Hispanic,23,M,,,No,No,23152(a) CVC
UOF-2017-1267,170992896,12/8/2017,24807,B - Black,24,F,,,Yes,Yes,243(b) PC
UOF-2017-1299,170994579,12/8/2017,24013,W - White,33,M,,,Yes,Yes,602(m) PC
UOF-2017-1266,170996105,12/9/2017,24806,B - Black,21,F,,,Yes,No,
UOF-2017-1296,170996428,12/9/2017,24841,B - Black,26,M,Knife or Edged Weapon,,No,No,490.2(a) PC
UOF-2017-1355,170995066,12/9/2017,24924,B - Black,29,M,,,No,Yes,243(a) PC
UOF-2017-1265,170997727,12/10/2017,24805,H - Hispanic,21,M,Firearm,,No,No,29800(a)(1) PC
UOF-2017-1287,170997692,12/10/2017,24832,B - Black,27,M,Knife or Edged Weapon,,No,Yes,245(a)(1) PC
UOF-2017-1286,170999472,12/10/2017,24831,W - White,30,M,,,No,No,602.5(a) PC
UOF-2017-1334,170998098,12/10/2017,24902,W - White,33,M,,,Yes,Yes,211 PC
UOF-2017-1284,170999353,12/10/2017,24829,B - Black,35,M,,,No,No,148(a)(1) PC
UOF-2017-1289,170998446,12/10/2017,24834,W - White,58,M,,,Yes,Yes,244 PC
UOF-2017-1335,171003014,12/11/2017,24903,W - White,20,M,Knife or Edged Weapon,,Yes,Yes,
UOF-2017-1248,171002668,12/11/2017,24785,B - Black,22,M,,,No,No,459 PC
UOF-2017-1283,171000399,12/11/2017,24827,H - Hispanic,24,M,,,No,No,647(f) PC
UOF-2017-1356,171000496,12/11/2017,24925,B - Black,37,M,,,No,No,Warrant
UOF-2017-1312,171003456,12/11/2017,23224,B - Black,55,M,,,No,No,459 PC
UOF-2017-1249,171005026,12/12/2017,20632,H - Hispanic,33,M,,,No,Yes,459 PC 2nd
UOF-2017-1358,171005060,12/12/2017,24927,B - Black,35,M,,,No,No,602 PC
UOF-2017-1357,171003901,12/12/2017,24926,A - Asian or Pacific Islander,75,M,,,Yes,No,
UOF-2017-1359,171009028,12/13/2017,24928,H - Hispanic,25,F,Firearm,,No,No,29800(a)(1) PC
UOF-2017-1264,171006193,12/13/2017,24804,A - Asian or Pacific Islander,29,M,,,No,No,
UOF-2017-1270,171009078,12/13/2017,24810,W - White,37,M,,,Yes,Yes,148(a)(1) PC
UOF-2017-1269,171007492,12/13/2017,24809,H - Hispanic,38,M,,,Yes,Yes,Warrant
UOF-2017-1264,171006193,12/13/2017,24803,A - Asian or Pacific Islander,42,M,,,No,No,10851 CVC
UOF-2017-1271,171008638,12/13/2017,24811,W - White,47,M,,,No,Yes,
UOF-2017-1251,171011528,12/14/2017,24790,B - Black,19,M,,,No,No,12021 PC / 459 Auto
UOF-2017-1251,171011528,12/14/2017,24789,W - White,21,M,,,No,No,12021 / 459 Auto
UOF-2017-1260,171010536,12/14/2017,24436,H - Hispanic,21,M,,,Yes,No,N/W 211 PC
UOF-2017-1251,171011528,12/14/2017,24788,H - Hispanic,22,M,,,No,No,12021PC / 459 Auto
UOF-2017-1360,171009272,12/14/2017,24929,H - Hispanic,30,M,,,No,No,
UOF-2017-1272,171011669,12/14/2017,24801,W - White,50,M,,,No,No,
UOF-2017-1252,171009244,12/14/2017,24791,B - Black,51,M,,,No,No,211 PC
UOF-2017-1254,171009181,12/14/2017,24793,B - Black,59,M,Other,,No,No,N/W 459 2nd
UOF-2017-1259,171014243,12/15/2017,24799,W - White,27,M,,,Yes,Yes,664/211
UOF-2017-1247,171014798,12/15/2017,24784,W - White,37,M,,,No,No,None
UOF-2017-1255,171013734,12/15/2017,24794,W - White,39,M,Other,,No,Yes,5150
UOF-2017-1246,171012673,12/15/2017,24783,W - White,50,M,,,No,Yes,422 PC
UOF-2017-1363,171015100,12/16/2017,24941,A - Asian or Pacific Islander,19,M,,,No,No,
UOF-2017-1362,171015025,12/16/2017,24936,B - Black,21,F,,,No,No,
UOF-2017-1362,171015025,12/16/2017,24935,A - Asian or Pacific Islander,23,F,,,No,No,
UOF-2017-1362,171015025,12/16/2017,24932,B - Black,24,M,,,No,No,
UOF-2017-1362,171015025,12/16/2017,24934,B - Black,25,M,,,No,No,
UOF-2017-1363,171015100,12/16/2017,24940,H - Hispanic,25,M,,,No,No,
UOF-2017-1362,171015025,12/16/2017,24933,H - Hispanic,28,M,,,No,No,
UOF-2017-1361,171014970,12/16/2017,24931,H - Hispanic,32,M,Knife or Edged Weapon,,No,No,
UOF-2017-1361,171014970,12/16/2017,24930,H - Hispanic,53,M,,,Yes,Yes,148.10(a) PC
UOF-2017-1368,171019986,12/17/2017,24967,B - Black,25,M,Firearm,,No,No,29800 PC
UOF-2017-1250,171017930,12/17/2017,24787,U - Unknown,45,M,Firearm,,No,No,Other
UOF-2017-1349,171025052,12/19/2017,24918,W - White,30,M,,,Yes,No,Warrants
UOF-2017-1369,171024979,12/19/2017,24969,H - Hispanic,36,M,,,No,No,148(a)(1) PC
UOF-2017-1261,171023244,12/19/2017,24800,W - White,50,M,,,No,No,29825(a) PC
UOF-2017-1350,171027989,12/20/2017,24919,A - Asian or Pacific Islander,23,M,,,Yes,Yes,459 PC
UOF-2017-1274,171032091,12/21/2017,23321,B - Black,18,M,,,No,No,
UOF-2017-1300,171034229,12/22/2017,24852,W - White,67,M,,,No,Yes,273.5 PC
UOF-2017-1331,171037251,12/23/2017,24899,H - Hispanic,40,M,,,No,Yes,69 PC
UOF-2017-1314,171035374,12/23/2017,24872,B - Black,41,F,,,Yes,No,148(a)(1) PC
UOF-2017-1313,171034768,12/23/2017,22110,B - Black,42,M,,,No,No,10851 CVC
UOF-2017-1314,171035374,12/23/2017,20989,B - Black,48,M,,,No,No,148(a)(1) PC
UOF-2017-1301,171037580,12/24/2017,24853,A - Asian or Pacific Islander,23,M,,,Yes,Yes,2800.2 CVC
UOF-2017-1280,171037568,12/24/2017,24819,B - Black,28,M,,,No,No,148(a)(1) PC
UOF-2017-1315,171040787,12/25/2017,24873,B - Black,29,M,,,No,No,29800(a) CVC
UOF-2017-1345,171040771,12/25/2017,24914,W - White,29,M,,,No,Yes,647(f) PC
UOF-2017-1332,171040953,12/26/2017,24900,B - Black,34,M,,,No,No,
UOF-2017-1282,171041428,12/26/2017,24825,B - Black,38,M,,,No,No,
UOF-2017-1282,171041428,12/26/2017,24826,B - Black,40,M,,,No,No,
UOF-2017-1330,171043242,12/27/2017,24898,U - Unknown,21,M,,,No,No,148(a)(1) PC
UOF-2017-1317,171043151,12/27/2017,24875,W - White,27,F,,,No,No,496(d) PC
UOF-2017-1340,171044284,12/27/2017,24907,H - Hispanic,31,M,,,No,No,496 PC
UOF-2017-1325,1736251,12/28/2017,24893,W - White,36,M,,,No,No,148(a)(1) PC
UOF-2017-1328,171049717,12/29/2017,24896,A - Asian or Pacific Islander,33,M,,,No,No,10851 CVC
UOF-2017-1318,171051358,12/29/2017,24876,W - White,49,M,,,No,No,10851 CVC
UOF-2017-1327,171050924,12/29/2017,24895,W - White,49,M,,,No,No,
UOF-2017-1370,171051502,12/30/2017,24971,U - Unknown,18,F,,,No,No,246 PC
UOF-2017-1346,171052271,12/30/2017,24915,H - Hispanic,19,M,,,No,No,11351.5 H&S
UOF-2017-1370,171051502,12/30/2017,24970,H - Hispanic,19,M,,,No,No,246 PC
UOF-2017-1336,171052293,12/30/2017,24904,B - Black,20,M,,,No,No,23105(b) CVC
UOF-2017-1338,171053859,12/30/2017,22139,B - Black,21,M,,,Yes,Yes,243(b) PC
UOF-2017-1337,171052481,12/30/2017,24905,B - Black,37,M,,,Yes,Yes,Warrant
UOF-2017-1371,171052914,12/30/2017,24972,B - Black,46,M,,,Yes,Yes,69 PC
UOF-2017-1347,171053843,12/30/2017,24916,B - Black,51,M,Firearm,,No,No,29800(a)(1) PC
UOF-2017-1341,171055112,12/31/2017,24908,B - Black,19,F,,,No,Yes,211 PC
UOF-2017-1326,171056079,12/31/2017,24894,B - Black,26,M,Firearm,,Yes,No,29800(a)(1) PC
UOF-2017-1348,180000019,12/31/2017,24917,W - White,38,M,,,No,Yes,243(c) PC
UOF-2017-1372,171056041,12/31/2017,24973,B - Black,41,M,,,No,No,273.5 PC
UOF-2018-0020,180001540,1/1/2018,24999,B - Black,20,M,,,No,No,459 PC
UOF-2018-0073,180000285,1/1/2018,25063,H - Hispanic,24,M,,,No,Yes,245(a)(1) PC
UOF-2018-0019,180002366,1/1/2018,24998,W - White,26,M,Knife or Edged Weapon,,No,No,496(A) PC
UOF-2018-0074,180002742,1/1/2018,25064,W - White,28,F,,,No,No,11377 H&S
UOF-2018-0018,180002253,1/1/2018,24997,B - Black,30,M,Firearm,,No,No,29800 PC
UOF-2018-0083,180002059,1/1/2018,25074,B - Black,40,M,,,No,No,459 PC
UOF-2018-0065,180004936,1/2/2018,25054,B - Black,22,M,,,No,No,25850(a)(1) PC
UOF-2018-0002,1800267,1/2/2018,24978,B - Black,27,M,,,No,No,422 PC
UOF-2018-0075,180002946,1/2/2018,25065,B - Black,36,M,,,Yes,Yes,166 PC
UOF-2018-0040,180003342,1/2/2018,25024,B - Black,57,M,,,No,No,
UOF-2018-0054,180005439,1/3/2018,25042,H - Hispanic,18,F,,,No,No,
UOF-2018-0021,180005984,1/3/2018,25001,B - Black,19,M,,,No,No,
UOF-2018-0054,180005439,1/3/2018,25041,W - White,22,M,,,No,No,
UOF-2018-0076,180007485,1/3/2018,25066,H - Hispanic,22,M,,,No,No,
UOF-2018-0021,180005984,1/3/2018,25000,B - Black,23,M,,,Yes,Yes,
UOF-2018-0011,180008063,1/3/2018,24988,W - White,25,M,,,No,No,459 PC
UOF-2018-0088,180006302,1/3/2018,25079,H - Hispanic,27,M,,,Yes,Yes,11351.5 H&S
UOF-2018-0066,180006465,1/3/2018,25055,B - Black,34,M,,,No,No,Warrant
UOF-2018-0054,180005439,1/3/2018,25040,U - Unknown,38,M,,,No,No,
UOF-2018-0054,180005439,1/3/2018,25043,H - Hispanic,43,F,,,No,No,
UOF-2018-0003,180006471,1/3/2018,24979,B - Black,66,F,,,Yes,No,69 PC
UOF-2018-0041,180009908,1/4/2018,25025,B - Black,24,M,,,No,No,594(b)(1) PC
UOF-2018-0022,180006421,1/4/2018,25002,B - Black,27,M,,,No,No,245 PC
UOF-2018-0004,180008875,1/4/2018,24980,B - Black,31,M,,,Yes,Yes,69 PC
UOF-2018-0023,180010529,1/4/2018,25003,B - Black,36,M,,,No,No,459 PC
UOF-2018-0130,180009312,1/4/2018,25142,B - Black,41,F,Other,,No,No,Warrant
UOF-2018-0001,170965815,1/5/2018,24977,B - Black,23,M,,,No,No,
UOF-2018-0001,170965815,1/5/2018,24976,B - Black,29,F,,,No,No,
UOF-2018-0005,180011890,1/5/2018,24981,W - White,33,M,Blunt Object,,No,Yes,
UOF-2018-0084,180011016,1/5/2018,25075,W - White,39,M,Other,,Yes,Yes,422 PC
UOF-2018-0024,180011185,1/5/2018,25004,B - Black,49,F,,,No,No,
UOF-2018-0024,180011185,1/5/2018,25005,B - Black,57,M,,,No,No,
UOF-2018-0067,180011919,1/5/2018,25056,B - Black,UNK,M,,,No,No,
UOF-2018-0042,180013959,1/6/2018,25027,A - Asian or Pacific Islander,34,M,,,Yes,Yes,245(A)1 PC
UOF-2018-0026,180016420,1/6/2018,25007,W - White,37,M,,,No,No,602(m) PC
UOF-2018-0055,180015836,1/6/2018,25044,B - Black,37,M,,,Yes,Yes,
UOF-2018-0043,180015466,1/6/2018,25028,W - White,46,M,Knife or Edged Weapon,,No,No,69 PC
UOF-2018-0062,180015080,1/6/2018,25051,W - White,46,M,Knife or Edged Weapon,,No,No,
UOF-2018-0025,180015472,1/6/2018,25006,B - Black,47,M,,,Yes,Yes,148(a) PC
UOF-2018-0063,180016113,1/6/2018,25052,B - Black,52,M,,,No,No,10851(a) CVC
UOF-2018-0012,180015052,1/6/2018,24989,B - Black,54,M,,,No,No,496(d) PC
UOF-2018-0068,180018460,1/7/2018,25057,W - White,18,M,Firearm,,No,No,148(a)(1) PC
UOF-2018-0056,180017923,1/7/2018,25045,B - Black,27,M,Firearm,,No,No,24500(a) PC
UOF-2018-0007,180017092,1/7/2018,24983,W - White,28,F,,,Yes,Yes,
UOF-2018-0044,180018959,1/7/2018,25029,W - White,37,M,,,No,Yes,148(a)(1) PC
UOF-2018-0069,180018244,1/7/2018,25058,W - White,48,M,,,No,No,212.5(c) PC
UOF-2018-0089,180016828,1/7/2018,25080,B - Black,59,M,Other,,No,No,664/211 PC
UOF-2018-0027,180019333,1/8/2018,25008,B - Black,62,M,,,No,No,459 PC
UOF-2018-0057,180022499,1/9/2018,25046,H - Hispanic,27,F,,,Yes,Yes,496(a) PC
UOF-2018-0071,180026883,1/10/2018,25060,A - Asian or Pacific Islander,23,M,,,No,No,
UOF-2018-0071,180026883,1/10/2018,25061,A - Asian or Pacific Islander,23,M,,,No,No,
UOF-2018-0029,180027358,1/10/2018,25012,B - Black,29,F,,,No,No,
UOF-2018-0058,180026827,1/10/2018,25047,W - White,31,M,,,No,No,
UOF-2018-0028,180024843,1/10/2018,25010,B - Black,33,F,,,No,No,
UOF-2018-0029,180027358,1/10/2018,25011,B - Black,35,M,,,No,No,
UOF-2018-0070,180026441,1/10/2018,25059,B - Black,37,M,,,No,No,422 PC
UOF-2018-0077,180024956,1/10/2018,25067,W - White,48,M,,,No,No,459 PC
UOF-2018-0030,180045140,1/11/2018,25014,H - Hispanic,19,F,,,No,No,
UOF-2018-0030,180045140,1/11/2018,25013,H - Hispanic,21,M,Replica Firearm,,No,No,11352 H&S
UOF-2018-0013,180030436,1/11/2018,24990,B - Black,45,M,Other,,Yes,No,459 PC
UOF-2018-0064,180027740,1/11/2018,25053,B - Black,45,F,,,Yes,Yes,
UOF-2018-0078,180029194,1/11/2018,25068,W - White,65,M,,,No,No,5200 CVC
UOF-2018-0045,180033424,1/13/2018,25030,U - Unknown,36,M,,,No,No,602.5 PC
UOF-2018-0031,180033606,1/13/2018,25015,A - Asian or Pacific Islander,39,M,,,No,No,
UOF-2018-0014,180035436,1/13/2018,24991,W - White,47,M,,,No,Yes,594(b)(1) PC
UOF-2018-0059,170930551,1/13/2018,25048,W - White,,M,,,No,No,
UOF-2018-0015,180037686,1/14/2018,24992,B - Black,20,M,,,Yes,Yes,459 PC
UOF-2018-0046,180036105,1/14/2018,25031,H - Hispanic,20,M,,,No,No,664/187 PC
UOF-2018-0091,180035812,1/14/2018,25082,H - Hispanic,23,M,,,Yes,Yes,594 PC
UOF-2018-0092,180036406,1/14/2018,25083,U - Unknown,25,M,,,Yes,Yes,459 PC
UOF-2018-0060,180037404,1/14/2018,25049,B - Black,35,M,,,Yes,Yes,459.5 PC
UOF-2018-0032,180029649,1/14/2018,25016,B - Black,38,M,,,No,No,10851 CVC
UOF-2018-0079,180039080,1/15/2018,25069,H - Hispanic,32,F,,,Yes,Yes,211 PC
UOF-2018-0085,180038424,1/15/2018,25076,B - Black,48,F,,,No,No,153(a) MPC
UOF-2018-0033,180038101,1/15/2018,25017,B - Black,55,M,Other,,No,No,10852 CVC
UOF-2018-0009,180040617,1/16/2018,24985,H - Hispanic,27,M,,,Yes,No,422 PC
UOF-2018-0080,180040429,1/16/2018,25070,H - Hispanic,34,M,,,No,Yes,459 PC
UOF-2018-0034,180040322,1/16/2018,25018,B - Black,41,M,Firearm,,No,No,422 PC
UOF-2018-0016,180044750,1/17/2018,24993,H - Hispanic,25,M,,,Yes,No,11351.5 H&S
UOF-2018-0047,180043116,1/17/2018,25032,W - White,27,M,Other,,No,No,22010 PC
UOF-2018-0093,180045394,1/17/2018,25084,H - Hispanic,50,M,,,No,No,273.5 PC
UOF-2018-0048,180047760,1/18/2018,25033,H - Hispanic,21,M,,,Yes,Yes,148(a)(1) PC
UOF-2018-0081,180045968,1/18/2018,25071,B - Black,24,M,Firearm,,No,No,289(j) PC
UOF-2018-0035,180047845,1/18/2018,25019,B - Black,25,F,,,No,No,
UOF-2018-0010,180045792,1/18/2018,24986,H - Hispanic,35,M,,,Yes,Yes,664/211 PC
UOF-2018-0049,180048263,1/18/2018,25034,W - White,49,M,,,Yes,Yes,
UOF-2018-0036,180048304,1/18/2018,25020,B - Black,52,M,,,No,No,148(a)(1) PC
UOF-2018-0094,180051153,1/19/2018,25085,W - White,25,M,,,No,No,496(d) PC
UOF-2018-0094,180051153,1/19/2018,25086,W - White,35,F,,,No,No,
UOF-2018-0109,180050105,1/19/2018,25106,A - Asian or Pacific Islander,67,M,Firearm,,No,No,
UOF-2018-0038,180053109,1/20/2018,25022,B - Black,28,M,Firearm,,Yes,No,29800(a)(1) PC
UOF-2018-0037,180051363,1/20/2018,25021,H - Hispanic,30,M,,,Yes,Yes,273.5 PC
UOF-2018-0050,180052474,1/20/2018,25035,U - Unknown,32,F,,,No,No,
UOF-2018-0052,180052957,1/20/2018,25037,H - Hispanic,36,M,,,Yes,Yes,273.5 PC
UOF-2018-0051,180052496,1/20/2018,25036,W - White,70,M,,,No,No,664/187 PC
UOF-2018-0053,180054862,1/21/2018,25039,B - Black,18,M,,,No,Yes,459 PC
UOF-2018-0082,180055581,1/21/2018,25073,B - Black,19,M,,,No,No,459 PC
UOF-2018-0119,1802150,1/21/2018,25119,W - White,29,M,,,Yes,Yes,602(q) PC
UOF-2018-0039,180053911,1/21/2018,25023,H - Hispanic,33,M,,,No,No,459 PC
UOF-2018-0061,180058121,1/22/2018,25050,B - Black,24,M,,,No,No,459 PC
UOF-2018-0017,180056426,1/22/2018,24994,W - White,31,F,,,No,No,602(m) PC
UOF-2018-0072,180056432,1/22/2018,25062,A - Asian or Pacific Islander,33,M,,,No,Yes,
UOF-2018-0086,180058466,1/22/2018,25077,A - Asian or Pacific Islander,42,M,,,No,No,602(m) PC
UOF-2018-0017,180056426,1/22/2018,24995,B - Black,47,M,,,No,No,602(m) PC
UOF-2018-0114,180059301,1/23/2018,25112,B - Black,22,M,,,No,No,459 PC
UOF-2018-0095,170877408,1/23/2018,25088,B - Black,28,F,,,No,No,
UOF-2018-0103,180065085,1/24/2018,25099,W - White,25,M,,,No,No,245(c) PC
UOF-2018-0117,180064918,1/24/2018,25116,B - Black,26,F,,,No,No,10851 CVC
UOF-2018-0117,180064918,1/24/2018,25117,B - Black,42,M,,,No,No,
UOF-2018-0096,180064576,1/24/2018,25090,W - White,59,M,Other,,No,No,
UOF-2018-0112,180061221,1/25/2018,25109,H - Hispanic,18,M,Firearm,,No,No,187 PC
UOF-2018-0112,180061221,1/25/2018,25110,H - Hispanic,19,M,,,No,No,2800.2(a) CVC
UOF-2018-0097,180067326,1/25/2018,25091,B - Black,24,F,,,No,No,
UOF-2018-0104,180065972,1/25/2018,25100,H - Hispanic,29,M,,,No,No,245(a)(1) PC
UOF-2018-0111,180065819,1/25/2018,25108,W - White,29,M,,,No,No,
UOF-2018-0087,180067053,1/25/2018,25078,W - White,45,M,,,No,No,
UOF-2018-0122,180067570,1/25/2018,25125,W - White,54,M,,,No,No,
UOF-2018-0098,180070608,1/26/2018,25092,B - Black,43,M,,,No,No,10851 CVC
UOF-2018-0101,180068283,1/26/2018,25097,W - White,,M,,,No,No,
UOF-2018-0106,180072369,1/27/2018,25102,B - Black,35,F,,,Yes,Yes,11352(a) H&S
UOF-2018-0105,180072682,1/27/2018,25101,H - Hispanic,46,M,,,No,No,
UOF-2018-0100,180075965,1/28/2018,25096,B - Black,19,M,,,No,No,211 PC
UOF-2018-0100,180075965,1/28/2018,25095,B - Black,20,M,,,No,No,211 PC
UOF-2018-0118,180074741,1/28/2018,25118,B - Black,23,M,,,Yes,No,242 PC
UOF-2018-0099,180073652,1/28/2018,25094,H - Hispanic,24,F,,,No,No,
UOF-2018-0123,180074757,1/28/2018,25126,B - Black,25,M,Knife or Edged Weapon,,No,No,245(a)(1) PC
UOF-2018-0099,180073652,1/28/2018,25093,H - Hispanic,33,M,,,No,No,
UOF-2018-0102,180074230,1/28/2018,25098,B - Black,43,F,,,Yes,Yes,602(m) PC
UOF-2018-0110,180077488,1/29/2018,25107,B - Black,22,M,,,No,No,
UOF-2018-0107,180077911,1/29/2018,25103,H - Hispanic,32,M,,,No,No,10851 CVC
UOF-2018-0107,180077911,1/29/2018,25104,U - Unknown,33,F,,,No,No,
UOF-2018-0115,180080613,1/30/2018,25114,H - Hispanic,36,M,,,No,No,
UOF-2018-0124,180079321,1/30/2018,25130,W - White,41,F,,,No,No,10851 CVC
UOF-2018-0116,180079581,1/30/2018,25115,U - Unknown,56,M,,,No,Yes,10851 CVC
UOF-2018-0127,180084029,1/31/2018,25134,B - Black,18,M,,,No,No,211 PC
UOF-2018-0129,180083855,1/31/2018,25141,B - Black,18,M,,,No,No,459 PC
UOF-2018-0128,180061613,1/31/2018,25136,B - Black,21,M,,,No,No,10851 CVC
UOF-2018-0127,180084029,1/31/2018,25135,H - Hispanic,22,M,,,No,No,211 PC
